Text,Sentiment
İnanılmaz derece kötü bir film bilhassa Jeremy İrons’ın bu kadar başarısız bir filmde yer alması şaşırtıcı tek kelime ile zaman kaybı.....,N
Nafigaj arkadaşa katılıyorum.Üemiz cok iyi açıklamış.Aferin üye:),N
"Son zamanlar izlediğim en gerçekçi, en en samimi, en iyi performanslı, kadınsız, sevişmesiz de iyi filmler yapılabileceğini gösteren en iyi örnekti. Harkülade..10/10",P
"pulp fiction benzetmesi yapanlara kısmen de olsa hak verdiğim film. filmin verdiği mesaj, cingenlerden korkun. cingenlere bulaşmayın. cingenlerden uzak durun. cingenleri kızdırmayın. cingenler ile ticaret yapmayın. cingenlere güvenmeyin. filmden çıkarılacak sonuçlar, cingenler karavanda yaşar. cingenler iyi dövüşür. cingenler güzel intikam alır. domuzlar insan eti yer. bi de elmas değerli bir taştır. güzel film.",P
"Gerekse sahneleriyle uyumlu müzigi gerek konusu ve oyunculukları ,1960 yılınıda göz önünde bulundurusak bir baş yapit .alfrrd hitcock da yönetmen gibi yönetmen.",P
"""klişelerden klişe begen"" tadinda seri üretim ürünü bir pop-corn holywood gerilim filmi, ötesi degil. artik parada pulda gözü olmamasi gereken bir robert de niro abinin de neden son demlerinde bu tip vasat bir filmde yüzünü eskittigini akil dimak almiyor efendim.. imali imali resimler çizen ve hayali arkadasi olan ufak kiz, arkasinda gizemli bir patika bulunan kedili bir kasaba evi.. dahasi; güven vermeyen kasaba serifi, freddy tadinda saklambaç tekerlemeleri, sıkıntı vermeye başlayan psikolojik sorunlu protagonistler, müzikli atli karinca oyuncagi, oyuncak bebekler.. iyi geceler öpücükleri.. bu film, robert de niro ve ufak kızımıza rağmen temcit pilavidır benim gözümde.. bir de filmin iki sonu bulunuyor. benim izlediğim 2. sondu ve sanırım filmi sinemada izleyenler 1. sonu görmüş. o da filmin bir güzelliği diyelim.",N
nico dağıtmış bu filmde.oyunculuğuna diyecek birşey yok ama gerçekten senaryo itibarıyla berbat bir film. deve tırnağı tek akılda kalan sahnesi,N
Ele aldıı konu ii ama 2 yıldız oyuncudan böle bi film beklemiodum.,N
Kanımca en büyük rakibi The Godfatherdır.,P
"Süper bir müzikal.Hele hele ""Queen-Show Must Go On"" sahnesi yok mu tekrar tekrar izlenir.",P
"aLLahım bu neydi böyLe... Sonunda bitti. Tek keLimeyLe Tam biR Facia!!! fiLmin biR an önCe mantıkLı bir şekiLde bitmesi için dua ettim. Fakat oLmadı. bir tane mantıkLı, akıLda kaLan, birşeyLer anLatmaya çaLışan, Senaryo dahiLinde Sahnesi yoK bu fiLmin. Herşey izLeyiCide meraK uyandırmaK için yapıLmış. Hayatım boyunCa yüzLerce fiLm izLedim. KesinLikLe Şunu SöyLeyebiLirim. Hayatımda izLediğim en Sinir bozuCu, En Saçma En berbat fiLm Şüphesiz Vanilla Sky",N
izlediğim sayılı filmlerden biridir.hala etkisindeyim.filmin üçüncüsü çekiliyormuş.bu sefer mısır değil çin e gezi yapacaklarmış,P
"Bazı izleyiciler film için vasat demişler, saygı duyuyorum herkesin kişisel görüşüdür tabi ama bu filme vasat demek biraz acımasızca. Türünün neredeyse tek örneğidir ve çok çarpıcı bir filmdir. Bence herkesin izlemesi gereken bir başyapıttır.",P
"izlediğim en berbat filmlerden biri.eğlenceli olmadığı kesin,1968 yılında bu tür bi film yapmak önemli bişey olabilir yada başyapıt falanda olabilir,ama çok sıkıcı,izlerken dayanamadım ileri sarmak zorunda kaldım,eğlenceli vakit geçirmek amacıyla film izlemek istiyorsanız,izleyeceğiniz en son film bu olmalı heralde.yorumlara ve puanlarada aldanmayın..10/0",N
Bence çok iyi bi film.Konu sürükleyici ve özellikle Guy Pearce güzel oynuyor.Kesinlikle izleyin derim,P
"Şimdi hususiyetle anlamadığım bi nokta var.Böyle bi filmi biz çekmeye kalkınca fiyasko, 'hadi canım sende, olurmu' deniliyo ve hiç bi sınıfa sokulmuyo film ama gel görki Amerikanlar çekince destansı bişekilde izleniyo,pazarlanıyo,anlatılıyo,beğeniliyo(özellikle bi kesim 'oooo,moooo' diyo film için).Bunu biri açıklarsa sevinirim.Tipik orta halli bi seyirlik film...Nerdeyse bazı arkadaşlar biraz daha zorlasalar başyapıt falan diycekler....",N
bana biraz fazla abartılı geldi efektlerle işi kurtarmaya calısıyorlar sanki :s,N
bu filmi insanın uykusu gelmeden izlemesi imkansız gibi birşey inanın oscar alsaydı kesinlikle haketmeyecekti böyle bi film i nasıl göklere çıkarıyorlar anlayamıyorum mesaj veriyomuş banane mesajdan ben film iyi mi kötü mü ona bakarım ve bu film vasat bile değil,N
en iyi bond sean connery en kötüsü ise roger moore çnkü bond'un karizmasını düşürdü.saçma sapan komiklik taslaması kötüydü.bence timothy dalton connery'den sonra en iisi unutmayın.license to kill ise düşen bond filmlerinin kalitesini yükseltmiştir bnce,P
evet klasık ama kendini izlettiriyor Gerçek Efsaneler gerçek bir efsandir. 10/10,P
abi beğenirim diye gitmiştim ama pek beğenmedim hatta hiççç hatta uyudum yani hiç süpermenin şanına yakışmayan bi film olmuş ayrıca dönüş filmlerinin şaşaalı olması lazım ama emeğe saygı duyuyorum bni sıktı....,N
"Tek kelimeyle hayal kırıklığı. Büyük ümitlerle beklediğim filme arkadaşları da alıp gittim. Ama hayatımda filmden sonra bende dahil bu kadar olumsuz yorumu bir arada duyduğum ikinci bir filme daha rastlamadım. Çok uzun yapılmış, filmin ortalarında gelindiğinde bir an önce bitmesini istiyorsunuz. Konu düzenli bir çerçevede toplanamamış. Hatta konunun ne olduğunu bile anlayamıyorsunuz. Görsel efekt bekliyorsanız göreceğiniz tek şey ardı ardına ve sansürsüzce perdeye taşınan pornografik öğeler olacak. Yani kesinlikle ne sinemaya gitmek için harcayacağınız emeği ne de vereceğiniz parayı haketmeyen bir film. Çok merak ediyorsanız dvdye çıkmasını bekleyin bence...",N
"izledğim en kötü romantik komedi diyebilirim ismi tesadüf oke ama iice abartmışlar sadece bir kez görüyorsun ve 6 yıl unutamıyorsun hiç inandırcı değil ayrıca dublajını da iğrenç yapmışlar kadın burnundan konuşuyordu adeta hiç ama hiç sevmedim, vakit kaybı aldığı puana aldanıpta alıp izlemeyin ben öle yaptım pişmanım",N
Bekelemezdim böylesini kötü kötü kötü..... Diyecek başkada birşey yok.Sırf aksiyon olsun diyede izlenecek bir film değil.,N
Yönetmenlik çok iyiydi.Türk sinemasına benzeyen yanlarıda var :),P
Filmden hiçbirşey anlamadım. bir adamın aşkı bu kadar sıkıcı anlatılır mı ya?,N
bence çok güzel bir filmdi oyunculukları zaten güzeldi ve kültürlerini son derece güzel bir şekilde yansıtmışlar,P
O zamanları bırakın şimdi izlendiğinde bile hayranlık uyandıran gerek senaryosu gerek karakterleri ve tabiki görsel efektleriyle bir devrim. 9/10,P
"tim roth'un muhteşem oyunculuk performansını kaçırmayın, seyredin.",P
duygular fazla sömürülüyor sanki filmde her ne kadar mesaj vermek istense de gene de her telden konular seçilmiş ve bir şekilde her seyircinin zayıf noktasına dem vurmak istenmiş gibi duruyor bazı sahneler.,N
çok harika... stallone yine muhteşem...,P
ben bu filmi uzun zaman önce seyrettim ve kesinlikle hiç begenmedimm..burda bu kadar begenilmeside acıkcası beni çok şaşırttı..bencede aldıgı puanı hiç haketmiyor..,N
adam sandler ın her filmini sewdim bu filme kadr ama bu film gerçkten güsl gelmedi bna özllikle romntk komedi deil bi kere ne olduunu bnde annamadm öle izliosn ve btio hç hareketsz ne koku ne gülme ne gözyaşı... :D:D ama adam sander ın dier filmlerni tavsiye ederm bu adam romntk komediden ii annıo... ;),N
sinema dünyasının bir takım kehanetleri izleyerek oluşturduğu filmlerden birisi ve de en başarılı diyebilirim arnold un oyunculuğunu gerçekten çok beğendim kurgulama ve işleyiş teknikleri de gayet iyidi başarılı bir prodüksyon mutlaka izlenmeli diyorum,P
geçmişte yaşananlardan kaynaklanan pişmanlıklar insanın geleceğini mutlaka etkiler hele hele yapılan hata başkalarının hayatına mal olmuşsa. iyi bir kader kesişmesi ve iyi bir dostluk filmi. central park sahnelerini saymazsak bence güzel bir film. deliyle deli olmak diye buna denir.,P
muhteşem gerçekten hele sonu inanılmaz.angelina jolie'yi zaten brad pitt'ten çok sewerim..bu filmde de inanılmaz etkilendim...film olarak gerçekten insanı geren şaşırtan sürükleyici bir akışı war ve konu çok sıradışı ve yaratıcı.bence örnek gerilim/polisiye filmlerinden biri,P
"Bu filmi 'bizim geleneklerimize uymuyor, o yüzden kötü' diye eleştiren zihniyetle aynı havayı soluyoruz arkadaşlar... Ne 'kötü' değil mi?",P
adam daha ne yapsın ya izlediğim filmler arasında ana teması bundan daha sağlam olan bir film yoktu sizin varsa söyleyin izlemek isterim,P
nerde ilk film nerede bu ikncisi. Aslında J. Belushi yerine J. Goodman yerinde bir seçim fakat filmin genelinde ters giden birşeyler var... (4/10),N
valla cok iyi arkadaslarla güzel vakit geçirdik,P
mükemmel bi filmdi bugün gittim aslında gerçekten çok güzeldi ama sonu bence berbat bitiodu hiç etkilenmedim sırf sonu yüzünden izlediğim en güzel filmlerdendi diemiorum yine de favorilerimden nicolas gace e bayıldım ve eva mendes te müthişti 10-10...,P
bugüne kadarki izlediğim hatta arkadaşla izlediğimiz en aptalca ve beşpara etmez filimdi ne kosunda iş var nede görsel efekte merakedenler gitmeden önce iki kere düşünsün filimden çıkan çoğu kişide beğenmedi bizim salonda fragmanlarında göründüğü gibi değil yaş sınırıda iyi olmuş belli bir yaşın altına iyi değil.,N
"mükemmel tasarlanmış ve inanılmaz bir senaryo ""so others may live""",P
bence abartı yok o zamanın şartlarında yapılmış efektler şimdikilere taş çıkartır. Seneryosuda gayet iyi. Bence 10 üzerinden 10,P
tüm zamanların en iyi aşk filmlerinden 2046 ve aşk zamanı,P
zaman kaybı dediğim bir film daha izleyen pişman olur o kadar diyorum,N
"Doğrusunu sölemek gerekirse 2.film ilk izlediğinde güzel gibiydi ama sonradan farkediyosun ki berbat. Yaniş daha ikinci filmden hikayenin içine edilir mi ya? Hani 4. 5. filmde saçmalasalarsa hadi neysse işler karıştı dersin ama ikinci filmde bu kadar hata yapılmaz. Ben bile daha iyisini yazardım be. Üçlemeyi son filmde nasıl toparlayıp, bitiricekler onu merak ediyom ben. Hayırlısı",N
"Kardeşim 1 yaşındaydı bu film çekildiğinde....şimdi 23!!!! Bu filmi en az 10 kere izlemişimdir,gene hiç sıkılmadan izlerim...Ya bu filmin neresi sıkar ki adamı? 'ellere varda bize yok mi..yokkkk mi..' :D masa sahnesinde ki müziğin türkçe versiyonu ne modaydı bir aralar ;)",P
"Sinema tarihinin en muhteşem, kült başyapıtı. Quentin Tarantino'nun yeteneklerini hayranlıkla izliyorsunuz. Bu kadar şiddetin, kargaşanın içinde bile sizi gülümsetmeyi başaran, ince esprili bir kara komedi. Senaryosu ve o uzun konuşmalar filmin başlangıçtan beri sizi etkiliyor. Beyine kazınan muhteşem oyunculukların sergilendiği o sahnelerde cabası. Özellikle kapıdan bir adamın dalıp bütün kurşunları ateşledikten sonra tek birini bile denk getirememesinde ki o komik ve utanç verici durum, vincentın yanlışlık marvin'i vurması ve başlarına iş almaları, bir silah yerine öldürmek için kılıcın özellikle seçilmesi, bir patronun düştüğü gurur kırıcı küçük düşürücü durumun kimse tarafından bilinmesini istememesi. Yarı komik yarı ciddi bu muhteşem şaheser tüm zamanların en iyi filmi olabilir.",P
harrison ford u indiana jons da seyretmenin keyfine doyamam ama olmamış diorum.... film güzel konu iyi ama bu karaktere bu oyuncu olllmamış :(,N
Bana müzikli danslı filmleri sevdiren filmdir Moulin Rouge. Bayıldım.,P
Piyasada vampir avcıları filmi o kadar çoğaldı ki. Drakula tasviri de bayağılaştı. Eminim Kazıklı Voyvoda bu günleri görseydi acayip gülerdi halimize,N
Hitchcockun filmografisinin en iyi filmi sinema tarihinde en iyi gerilim korku filmlerinden bir tanesi.Bu gün duş sahnsesi binlerce kez tekrarlandıysa ailesi yüzünden piskopat katil olan yüzlerce karakterle karşılaştıksa ve sınırsız sayıda süpriz katil gördüysek(13. cumanın ilk filmindeki finalin sapık filmine gönderme olduğunu düşünürseniz) bunların hepsi deha Hitchcock ve sapık filmi sayesinde oldu.,P
E.nortonın en iyi filmlerinden birisi.muhteşem bi oyunculuk ve muhteşem seneryosuyla izlenmesi gereken bi baş yapıt.faşizme sinemada vurulacak en büyük darbe,P
iyi bir devam güzel bir seri 10/10,P
"Muhteşem,Meg Ryan ağırlıklı izledim filmi fakat Billy Crystal da bir harikaydı o hızlı konuşmasıyla :) Gerçekten ağırlıklı olarak kadın ile erkeğin arkadaş kalamayacağı tezini yakın bulsam da önce kuvvetli bir dostlukla başlayan ilişkinin daha da güçleneceğini düşünürüm. 10/10",P
"harika bir film.defalarca izledim ne zaman karamsarlığa düşsem bu filmi izleyerek hep bir umut ışığı olduğunu,hiçbirşeyin peşini bırakmamam gerektiğini düşünürüm.mutlaka izleyin,zaferin ne demek olduğunu daha iyi anlayacaksınız...",P
ilk defa 8 yaşında izlediğim ve tekrar yayınlanması için dua ettiğim ilk filmdi:) tim burton imzası var daha ne olsun. ama 8 yaşında bilmiodum tim burton filmi olduğunu:),P
Dünya klasiği. Bu filmi izlemeyenler hiç film izlememiş demektir.,P
Seyrettiğim en güzel filmlerden biridir bu film. Heeeyyyyyy bu filmi görmeyenlerrrr size diyorum ne duruyorsunuz bir an önce izleyin!,P
filmde ne yapmaya çalışılmış anlamadım. konusu yok denebilir.. çocuk filmi gibi olmuş. işi espriye dökmüşler. izlediğim en saçma filmlerden biri.. serinin birinci filmi mükemmeldi. buda bi okadar berbat. yorumlara çok şaşırıyorum.,N
bu filmi 3 kere izledim..ve bi çok kez izleyebilirm..gerçekten çok ii bir yapım..,P
Hiçbir artısı olmadığı gibi çok saçma esprilerle bezenmiş bir komedi.Zaman kaybı...10/3,N
"bir de, 'başlarda biraz sıkıcı' demeseniz artık. lütfen. kullanmayın şu kelimeyi. ne demek sıkıcı? aksiyon ya da macera filmi mi yorumluyorsunuz? kovalamaca yahut kaçış filmi mi bu? Nicolas Cagei izliyorsanız, Van Damme yahut Stalloneyi izliyorsanız sıkılmaktan şikayet edebilirsiniz. ama böylesi özgün çalışmalar ve başyapıtlar için kullanmayalım bu anlamsız ifadeyi. lütfen!",P
Filmin çok iyi bir senaryosu olduğuna katılmyorum . Bence çok sıkıcı bir filmdi Sean Pean ı çok severim ve dead mean walking the line benim için bir şahaserdir . Ama bir an önce gizemli nehir kıvamında bir filme ihtiyacı var çünkü iki seferdir tatmin edici filmlerde oynamıyor. Açıkçası ben izlerken uyuyakaldım sizde uyumak istemiyorsanız izlemeyin .,N
bence gayet güzel bir filmdi. halle berry zaten çok başarılı bir oyuncu. ben bu aldığı puanın çok az olduğunu düşünüyorm. son derece sürükleyici bir filmdi insan ne olacağını merak etmeden duramıyor. 10/7,P
"bence çok kötü bir film, konu gerçekçi olmadığı gibi teknik olarak da yetersiz bir film seneryo olarakta... kendi karşıt görüşünüzde olanları sinemadan anlamamakla itham etmek hiç hoş bişey değil, sonuçta genel kanı ortadadır. lütfen biraz saygı....",N
"al işte. yeni izlediğim için pişman olduğum filmlerden biri daha. bilgisayar animasyonuyla diil, stop-motion'la yapılmış gerçek bir film olduğunu görünce de nası bi emek harcanmıştır bu filme hayret ediyor insan.. özellikle jack karakteri ve helloween kasabasının atmosferi harika!! gotik art budur! fantazi budur! 10/10",P
c. bale nin izlediğim en iyi filmiydi performans süperdi filmde arşivime ekledim yani,N
Ustanın en sevdiklerimden biri..,P
Yüzyılın en iyi filmlerinden birisi gerçekten harkulade bir film aksyon madcera ve dram bir arada gerçekten izlenmeye değer bir film muhakkak izleyin türleyiniz diken diken olaacaktır eminim tartışmasız 10/10 favori filmlerimden birisidir.,P
Bu filmi beğenmeğenler herkezin birbirini öldürdüğü tek adamın bir ülkeyi kurtardığı filmleri seven insanlar herhalde.Çünkü bu filmin anlatmak istediğini anlamamışlar ve bunu bir dövüş filmi zannetmişler. Harikaydı.Bu filmi izlemeden ölmeyin. 10/10,P
"Christopher Nolan'ın ilk denemelerinden 69 dakikalık, izlenesi ve görülesi bir çalışma. İleride ne kadar büyük bir yönetmen olacağının sinyallerini veriyor? Maddi açıdan yaşanan sorunlar nedeniyle çok az bir bütçeyle çekilen filmde Christopher Nolan tüm oyuncuları aile bireylerinden ve arkadaşlarından seçmiş...Genç bir yazarın bir türlü ilham bulamamasının sonucunda sokaklara çıkıp insanları takip edip ilham arayışında olması ve bir gün Cobb adında insanların evlerine giren garip ve profesyonel bir hırsızla tanışması sonucunda yaşadığı olaylar ve yüzleştiği gerçekler konu edilmiş. Kara film örneği ve içinde birçok kara film öğesi barındıran bu filmi kaçırmayın kesinlikle?Küçük bütçesine rağmen güçlü bir film Following?",P
"hüznü,güldürüyü,göçle birlikte degişen ve kaybedilen otoriteyi şehirde tekrar tutunma mücadelesine giren bir ağa üzerinden anlatılan hikaye yavuz turgulun yönetmenliğinin yanısıra çok iyi gözlemci oldugunu da göstermekte,hiçbir zaman unutulmayan ve akıllarda yer edecek bir film. şener şen'in büyük oyunculugunun yanında erdal özyağcılar ve füsun demirelinde oyunculugu tartışılmaz.bence güldürmekten daha çok şey anlatan bir film,izlememek ayıp!",P
almodovar sıradışı ilişkileri sıradışı insanları normale indirgemeyi çok iyi başarıyor.annem hakkında herşeyde de bunu çok iyi başarmış.filmi izlerken bir sahnede kendime şu soruyu sordum..esteban'ın annesine sorduğu benim fahişem olurmusun tarzında bir soruyu kaçımız annemize sorabiliriz.hiçbirimiz!peki kadının bu soruya verdiği cevabı kaçımızın annesi verebilir?yaşamadığımız ya da yaşama ihtimalimizin yüzde o olduğu bir filme hayran oluyoruz..nasıl bir şey bu ya?bir şey daha rosa'eğer bana bir olursa' diye başladığında hepimiz ona bir şey olacağını biliyorduk öyle değil mi?neyse..film almodovar tarzını beğenenlerin kaçırmaması gereken güzellikte..ve tabi ki konuş onunla'yı teğet dahi geçmiyor.,P
baya iyi film.. kötü diyemeyiz... izlenebilecek bir gerilim...,P
"bence film gayet başarılıydı, çok abartısız ve Amerikan kahramanlarının havalı tavırlarından uzak güzel oyunculuklar ve müzikleri insanı filmin içine çekiyor.. tavsiye ederim..",P
"Sokağı ve hayatın acımasız gerçeklerini bu kadar iyi anlatabilen çok az film vardır..(La Haine-Tanrıkent)Salaam Bombay! ´da bunlardan birisi..Gerçekten çok sert bir film Salaam Bombay!..arkadaşın da dediği gibi başından sonuna kadar sizi peşinden sürükleyen, vurucu ve dokunaklı hikayesiyle etkileyicliğini arttıran çok çok başarılı bir film..bu filmi sakın ama sakın es geçmeyin..10/10",P
"ya ben şimdi nereden başlasam.johnny depp'in ne kadar muhteşem olduğundan mı,landau'nun sinema tarihine geçebilecek performansından mı, lisa marie'nin ve geri kalan tüm oyuncuların harika oynuculuklarından mı,müziklerden mi,yoksa tim burtondan mı? sanırım tim burtondan. tim burton bu filmde kendini bile aşmış. her zamanki tarzından ödün vermeden filme biraz da ed wood gözünden bakarak siyah beyaz ve büyük bir neşenin ardına gizlenmiş büyük bir hüzünün filmini yapmış. 10/10",P
Savaşa önce alaycı bi yaklaşım ve özeleştiri.. sonra gerçeğe dönüş.. arada hiç kopma yok.. Bacağı yaralı askerin çaresiz bekleyişi.. ve arkadaşlarının onu çaresiz izleyişi.. bu bile savaşın ne menem bi bok olduğunu anlatmaya yeter..,P
arkadaşlar ben bu filmi izledim bence çok güzeldi ve bana göre korku filminden öte çokta romantik bir film di izledim hiçbir filmde bukadar yoğun bir duygu seli görmedim,P
Böylesine mükemmel bir seriye böylesine harika bir başlangıç Aslında bu seriyi yıllar önce izlemiştim.Ama yaşımın biraz küçük olması nedeniyle senaryo bana karışık gelmişti ve daha çok filmin aksiyon sahnelerine yönelmiştim.Şimdi ise seriyi tekrar izledim.Bana göre bu film serinin en vasat filmi.Ama keşke her film böyle vasat olsa.James Cameronun ellerinden öpüyorum.Bize bu ve bunun gibi bir çok film kazandırdığı için.Hollywoodun üst düzey yönetmenlerinden ve bence öldükten 100 yıl sonra bile hatırlanacaktır.Filmde Skynet adlı bir yapay zeka ürünü olan bilgisayar insanlık içindeki her şeyin kontrolünü eline geçirmiştir ve insanlar ile makineler arasında bir savaş başlatmıştır.Savaş ilk başlarda makinalar lehine ilerlemekte olsa da daha sonra John Connor yönetiminde bir grup direnişci birlik ipleri yavaş yavaş eline almaya başlayacaktır.Makineler John Connoru yok etmeyi başaramayınca bu işi kökten çözmeye karar verirler ve geçmişe bir makine gönderip Johnun annesi Sarahı öldürerek tüm bunları hi yaşanmamış olarak değiştirmeyi planlamaktadır.Tabi John Connorda buna cevap olarak geçmişe Kyle Reese adlı bir direnişçi göndererek annesini korumaya altına almaya çalışacaktır.Film hakkında şunu rahatlıkla söyleyebilirmki son zamanlarda izlediğim filmlere nazaran çok değişik bir senaryoya sahip.Filmin her yerinden bunun Cameron yapımı olduğunu anlıyorsunuz.O zamanın şartlarına göre harika bir görsel efektleri var filmin.Ama o ışınlı silah felan olayları biraz abartı olmuşOnun dışında Arnold böylesine zor bir rolü öyle bir biçimde oynamış ki hayran kalmadım desem yalan söylemiş olurum.Bu filmle beraber benim favori oyuncularım arasına girmiştir Arnold.Onun dışında Linda Hamlton ve Michael Biende gayet güzel oynamışlar.Gerçi Linda kendini 2. filmde daha çok ispatlamış ama olsun bu flmde de gayet iyidi.Filmin bir eksisi de diğer serinin diğer filmlerine göre esprinin az olmas veya hiç bulunmaması.Halbuki özellikle 2. filmde araya katılan espriler felan çok farklı bir renk katmıştı filme.,P
Bu neydi böyle hala anlayamadım hayatımda izlediğim en iyi 3 filmden bir tanesi mükemmelliğin en üst noktasında olan bir film,P
beni çok büyük hayal kırıklığına uğrattı bu film.ilginç ve sıradışı bir konu abuk bi şekilde harcanmış bence.film bittikten sonra 'bu neydi?' hissi yaşattı bana.başkası olabilmenin cazibesi yeterince etkileyice anlatılmamış.,N
"David Lynchin bu ilk uzun metrajında çocuk korkusunu oldukça karanlık(Tarkovskynin stalkerının ilk yarısını hatırlatan) bir şehir ve atmosferde altmetinlerle anlattığı filmin sonuna doğru tuhaflıkların tavan yaptığı kabus niteliğinde bir film.Filmi seğredince aklınıza gelen ilk şey Lynchin üniversite yıllarında sevgilisinin hamile kaldığını ve yaşadığı korkuyu filme aldığı yönünde, kesinlikle her zevke hitap etmiyor hatta iflah olma bir lynch hastası değilseniz uzak durun derim. Denildiği gibi dahilikle delilik ince bir çizgidir lynch bu eserinde çizginin karşı tarafında bayağı kalıyor o yıllarda bu filmi seğreden bir psikolog olsam lynch gözlem altına aldırırdım.",N
"Ben başlarda da dedim. Filme gitmedim, hiçbir fikrim de yok. Olaya şöyle yaklaşıyorum : Ortada çok iyi bir kitap yazarı, senarist var, oyuncular süper, konu çekici gözüküyor ama film Amerika'da nerdeyse hiç ilgi görmüyor ve izlenmiyor. Yani her hafta birkaç film izleyen insanlar olarak Amerikalılar da sinemadan anlıyorlar. Eleştirmenler çok üstünde durmuyor veya eleştiriyorlar. Eğer bu kadar önemli bir senaryo, yönetmen, konu ve oyuncu kadrosu varken film iş yapmıyorsa muhakkak bir sorun vardır. Gidenleri dinleyince de hakikaten öyle olduğunu anlıyorum.",N
tom gerçek bir dram oyuncusu bunu kabul edin.etmiyorsanız bu filmden başlayabilirsiniz.hafif bilim kurgu tadında dramatik bir aşkın işlendiği etkisnde kalacağınız bir ? (film/yapıt),P
en sonunda korsanını izleyip sinemada seyretmeyi başardım filmi koltuğa yapışarak izleyecenizden eminim çünkü biaz doruldunuzda korkudan başınızı vurabilirsiniz :) kalbi olan izlemesin özellikle sonunu çok iyi bağlamişlar macera asıl şimdi başlıyor !!!!!!!,P
"çok güzel bi film , değişik bi kurgu böyle filmler insanın nasıl aklına geliyo valla şaşırmamamk imkansız..1. ve 2. güzel ama 3. filmi ölesine yapılmış diye düşünüyorum belki daha değişik olabilirdi insanların öle nasıl öleceğini bilipde izlemek biraz sıkıcı olmaya başladı açıkcası....",P
"tek kelimeyle mükemmel bir film,izleyipde charlie chapline hayran olmamak ondan birşeyler kapmamak imkansız.Robert Downey ise bu performansıyla kalbimde inanılmaz bir yer etmişti.Harika oyunculuk,inanılmaz bi yetenek.Mutlaka izleyin derim",P
"vasat bir film, konusu zorlama, rastlantılar olmamış... zaman kaybı diyemem...",N
Ya bu tarz filmleri çok izlediğimden bana normal bir film gibi geldi.Bana göre abartılacak film değildi.Ne olacağını zaten az buçuk kestiriyorsun.Ondan bana göre vasat bir filmdi,N
2002 yılına yakışmayan kötü bir avrupa yapımı.,N
"Bir film en fazla ne kadar abartılabilir....işte bu kadar abartılır....güzel film ama inanın 9.4 etmez... muhsin bey züğürt ağa babam ve oğlum bu 3 film 9 üzeri puanı hakediyor...ama eşkiya inanın etmiyor...ayrıca bir çok eleştirmen ve otorite ""top 10"" hazırladığı zaman eşkiyayı ya hiç almıyor...ya 9 ya da 10...siz biraz abartmışsınız galiba bu filmi",N
çok rahat 10 verilebilir,P
filimi daha once seyretmistim mukemel bir sey ama simdi ise seyredemiyorum sitede yeniyim belki ben seyeredimiyorm belkide filim yok,P
çok kalitesiz bir film (kadroya rağmen)!,N
"yani beyazperde söyleyeceklerimi onaylayıp,görüntüleyecek olsa bu filmle ilgili tüm düşüncelerimi(ki hiç mi hiç iyi değilleremin olailirsiniz) söylerdim.sıkıcı,sıkıcı,sıkıcı.robin williams'ın işinin bittiğini düşündüğüm şu günlerde kanıt gibi karşıma çıktı.buyrun,izleyin ve hayatınızın en ziyan dakikalarını yaşayın.",N
Bu filme 7 üstü puan vermeyenlerin hangi filmlere bu puanları verdiklerini çok merak ediyorum bu film gerçekten mükemmeL,P
içimiz çıktı ağlarken filmin sonunda...,N
Film müzikleri çok sıkıcıydı bence.Abartılmış bir film.Oscarı gene manasız bir filme vermişler.Heralde o sene iyi bir film yoktu...Konu karman çorman anlatılmış.Aşıkların birbirlerine olan sevgilerini hiç hissedemedim.Dolandırıcılar diyecem onada benzemiyorlar.Ayrıca hikayeyi anlatan küçük kız felsefe yapmaya çalışıyor beceremiyor malesef. :) 4/10,N
duygusal ve güzel mesajlar veren bir film.ama kabadayıdan sonra bana daha amatör geldi ne diyeyim ama izlenir..,N
"İzlerken o kadar zevk aldım ki anlatamam.Zombi severler,komedi severler,korku severler, sanırırm baya türe hitap ediyo bu film.İzlenmemesi büyük kayıp harika bir film.",P
"film sadece yönetmenliğini mel gibson’un yaptığı için ses getirdi,yani bugüne kadar Hz.İsa’nın haytını anlatan birçok film çekildi.bence bu filmde daha kötüsü vardı,çünkü ayrıntılı bir hayat hikayesinden çok resmen bir işkence filmi izledikbana göre kötünün bile altında olan bir film",N
tam 11 yıl önce çevrilmiş olması hiç önemli değil çünkü her seferinde zevkle izleniyor. dünyanın en iyi filmleri arasında gösteriliyor. ve şimdi 2003de 3sü geliyor zevkle bekliyeceğim,P
Çık sıkıcı ve berbat bi filmdi brad pitt neden böyle bi filmde oynamış anlamadım.ayrıntılara gereğinden fazla önem vermişler uzattıkça uzatılmış.konu yok filmde.babil yaşam tarzını merak edenler gidebilir.,N
"Coen brothers'ın en iyi filmi. Karlı, soğuk bir atmosferde geçen bu kanlı hikaye cezbediyor. Basit bir kaçırılma planın ortaya çıkardığı yarı komik yarı trajedik bir hikaye. Kara komedi denilebilir. Filmlerde genellikle sahte kan kullanılır ama kanın pıhtılaşması meselesi tamamen unutulur. Bu filmde buna da dikkat edilmiş. Karlı atmosferine bulaşan kanla büyülüyor",P
Etkisi gerçektende çok uzun süre geçmeyen kelimeler yetmez bunu anlatmaya dedirten bir baş yapıt.Oyunculuk böyle olur.,P
